,URL,Dish,Cuisine,Total Time,Ingredients
63,https://www.vegrecipesofindia.com/sukhi-arbi-recipe-sukhi-arbi/,"Sukhi Arbi Recipe, How To Make Dry Arbi Recipe For Fasting",Indian,1 hr,"['Ingredients', '250 grams colocasia roots (arbi or taro root)', '1.5 teaspoon carom seeds (ajwain)', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon dry mango powder (amchur)', 'oil for frying', 'few fresh mint leaves for garnishing', 'rock salt or sendha namak if making for religious fast (or regular salt for other days)', 'water to cook the arbi']"
64,https://www.vegrecipesofindia.com/punjabi-aloo-paratha-recipe/,Dhaba Style Aloo Paratha,"North Indian, Punjabi",1 hr,"['Ingredients', 'For Aloo Paratha Stuffing', '1 extra large potato or 2 medium potatoes (aloo)', '1 green chili, finely chopped (hari mirch)', '1 to 2 tablespoons chopped coriander leaves', '½ teaspoon ajwain (carom seeds)', '¼ teaspoon punjabi garam masala powder or regular garam masala powder', '¼ teaspoon red chili powder or ½ teaspoon kashmiri red chili powder or deghi mirch', '1 teaspoon dry pomegranate seeds (anardana)', '½ teaspoon chaat masala powder (optional)', 'salt as required', 'For Making Paratha Dough', '2 cups whole wheat flour (atta)', '¼ teaspoon salt', '½ teaspoon oil (optional)', 'water as required', 'For Frying The Paratha', 'oil or ghee as required']"
65,https://www.vegrecipesofindia.com/easy-dosa-recipe-rice-flour-dosa/,Easy And Quick Dosa With Rice Flour & Urad Flour,South Indian,10 hrs 30 mins,"['Ingredients', '1.25 to 1.5 cups rice flour', '¾ cup urad dal flour (husked black gram flour)', '2.5 cups water or add as required', 'salt as required', 'oil as required']"
66,https://www.vegrecipesofindia.com/raw-mango-rice-recipe/,Mango Rice,"Indian, Karnataka",40 mins,"['Ingredients', 'For Pressure Cooking Rice', '1.5 cups regular rice', '½ teaspoon salt', '½ teaspoon oil', '2.5 cups water', 'For The Paste', '½ cup grated coconut', '1.5 cups peeled and chopped raw unripe mango or 250 grams raw mangoes - chopped', '3 to 4 dry red chilies - broken and deseeded', '1 green chili - chopped', '1 teaspoon white sesame seeds', '2 teaspoon peanuts', '1 teaspoon jaggery - optional', 'Other Ingredients For Mango Rice', '3 tablespoon peanut oil or sesame oil or any oil', '1 or 2 dry red chilies - broken and deseeded', '1 teaspoon mustard seeds', '1 teaspoon chana dal (optional)', '1 teaspoon urad dal (optional)', '3 to 4 tablespoon peanuts', '1 pinch asafoetida (hing)', '¼ teaspoon turmeric powder', '1 sprig curry leaves or 12 to 15 curry leaves', 'salt as required']"
67,https://www.vegrecipesofindia.com/baked-samosa-recipe/,Healthy Baked Vegan Samosa (Whole Wheat),"North Indian, Punjabi",1 hr 10 mins,"['Ingredients', 'For Samosa Pastry', '2 cups whole wheat flour or 240 grams whole wheat flour', '¼ teaspoon ajwain (carom seeds) - optional', '5 tablespoons oil or ghee (clarified butter)', '1 teaspoon rock salt or add as required', '⅓ to ½ cup water for kneading or add as required', 'For Stuffing', '2 teaspoons oil', '½ teaspoon cumin seeds', '2 green chillies + ½ inch ginger crushed to a paste in mortar pestle', '250 grams potatoes or 3 large potatoes or 2 cups chopped potato', '⅓ cup green peas - optional', '½ teaspoon red chilli powder', '¼ teaspoon garam masala powder', '½ teaspoons coriander powder (ground coriander)', '½ teaspoon amchur (dry mango powder) - or add as per taste', 'salt as required', '2 tablespoons chopped coriander leaves (cilantro leaves)']"
68,https://www.vegrecipesofindia.com/bajra-roti-bajra-bhakri/,Bajra Roti | Bajra Bhakri,Indian,50 mins,"['Ingredients', '2 to 2.5 cups bajra flour (millet flour)', '1 teaspoon oil or ghee (clarified butter)', 'water as required', 'salt as required', 'some bajra flour or whole wheat flour for dusting', 'sunflower oil or ghee for applying on the roti or for frying them']"
69,https://www.vegrecipesofindia.com/baked-potato-chips-recipe/,"Potato Chips Recipe, How To Make Potato Chips | Potato Wafers",World,40 mins,"['Ingredients', 'Ingredients For Potato Chips', '3 large potatoes or 550 grams potatoes', '3 cups water + 1 teaspoon salt for immersing potatoes', '6 to 7 cups water + 1 teaspoon salt for boiling', 'Materials Needed For Making Potato Chips', '2 large bowls', '1 mandoline slicer', '1 large baking tray', 'colander or strainer']"
70,https://www.vegrecipesofindia.com/rajasthani-kadhi-recipe-kadhi-recipes/,Rajasthani Kadhi,"Indian, Rajasthani",10 mins,"['Ingredients', 'For Kadhi Mixture', '1 cup sour full fat curd (khatta dahi or yogurt)', '2 cups water', '3 to 4 tablespoons besan (gram flour)', '½ teaspoon turmeric powder', 'salt as required', 'For Tempering', '2 tablespoons oil or 2 tablespoons ghee', '½ teaspoon mustard seeds', '¼ teaspoon fenugreek seeds (methi dana)', '½ teaspoon cumin seeds', '1 small to medium tej patta (indian bay leaf)', 'a generous pinch of asafoetida (hing)', '½ teaspoon red chili powder', '2 dry red chilies - kept whole or halved and seeds removed']"
71,https://www.vegrecipesofindia.com/baingan-fry-baingan-bhaja-eggplant-fries/,"Begun Bhaja Recipe, How To Make Begun Bhaja | Baingan Bhaja Recipe",Bengali,55 mins,"['Ingredients', '1 large eggplant cut into half inch round slices (baingan or aubergine)', '1 teaspoon chili powder', '½ teaspoon turmeric powder (haldi)', '1 teaspoon garam masala powder (optional)', '1 teaspoon dry mango powder or amchur powder (optional)', 'rice flour as required', 'salt as required', 'mustard oil for frying, you can also use sunflower oil']"
72,https://www.vegrecipesofindia.com/banana-chips-or-banana-wafers-recipe/,Homemade Fried Banana Chips | Raw Banana Wafers,Indian,40 mins,"['Ingredients', '4 medium sized raw bananas', '3 to 4 cups water', 'salt as required', 'freshly crushed black pepper as required', 'oil for deep frying']"
73,https://www.vegrecipesofindia.com/eggless-cheese-biscuits-recipe/,No Bake Eggless Cheese Biscuits On Tawa (Stove Top Or Griddle),"American, World",55 mins,"['Ingredients', '1 cup whole wheat flour (atta) or 120 grams atta', '½ cup all purpose flour (maida) or about 60 grams maida', '40 grams chilled butter - about 3 tablespoon chopped chilled butter, salted or unsalted', '80 grams plain regular cheese or cheddar cheese - about ½ cup tightly packed grated cheese', '8 tablespoon milk', '½ teaspoon salt or add as required (if using salted butter, then do keep a check on the salt)', '½ teaspoon black pepper or add as required', '¼ teaspoon baking soda', '½ teaspoon baking powder', '1 teaspoon corn starch optional', '2 to 3 tablespoon olive oil', 'some whole wheat flour for dusting']"
74,https://www.vegrecipesofindia.com/aam-chunda-recipe-mango-chunda/,Aam Chunda | Gujarati Mango Chunda,Gujarati,25 mins,"['Ingredients', '2 large raw mangoes or 400 grams mangoes or 250 grams grated or shredded mangoes or 1.25 cups tightly packed grated mangoes', '1.5 cups sugar', '½ teaspoon red chili powder or add as per taste', '½ teaspoon roasted cumin powder', '¼ teaspoon salt or add as required']"
75,https://www.vegrecipesofindia.com/peas-paratha-recipe-matar-paratha/,Peas Paratha | Green Peas Paratha,North Indian,1 hr,"['Ingredients', 'For The Paratha Dough', '2 cups whole wheat flour (atta) or 240 grams whole wheat flour', '½ teaspoon salt', '2 teaspoon oil', '½ to ⅔ cup water for kneading, add as required', 'For Green Peas Paratha Stuffing', '1.25 cups fresh peas (matar) or 125 grams matar', '½ teaspoon cumin seeds (jeera) - roasted', '1 tablespoon besan (gram flour) - roasted', '1 to 1.5 tablespoon finely chopped coriander leaves (dhania patta)', '1 green chili (hari mirch) - finely chopped', '1 pinch asafoetida (hing)', '¼ teaspoon garam masala (optional)', 'salt as required', 'oil or ghee as required while roasting parathas']"
76,https://www.vegrecipesofindia.com/sukhi-arbi-recipe-sukhi-arbi/,"Sukhi Arbi Recipe, How To Make Dry Arbi Recipe For Fasting",Indian,1 hr,"['Ingredients', '250 grams colocasia roots (arbi or taro root)', '1.5 teaspoon carom seeds (ajwain)', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon dry mango powder (amchur)', 'oil for frying', 'few fresh mint leaves for garnishing', 'rock salt or sendha namak if making for religious fast (or regular salt for other days)', 'water to cook the arbi']"
77,https://www.vegrecipesofindia.com/ragi-dosa-recipe/,Ragi Dosa – 2 Ways (Instant Ragi Dosa And Fermented Ragi Dosa),South Indian,40 mins,"['Ingredients', '1 cup ragi flour or sprouted ragi flour - 150 grams', '¼ cup besan (gram flour) or rice flour', '⅓ to ½ cup finely chopped onions', '½ teaspoon finely chopped ginger or ½ inch ginger, finely chopped', '1 green chilli - chopped', '8 to 10 curry leaves - chopped', '3 tablespoons chopped coriander leaves (cilantro)', '½ teaspoon cumin seeds', '1 pinch asafoetida - optional', '3 tablespoons fresh grated coconut or or desiccated coconut', '½ cup buttermilk or ¼ cup curd (yogurt) mixed in ¼ cup water', '1.5 cups water or add as required', 'salt as required', 'oil or ghee as required for making dosa']"
78,https://www.vegrecipesofindia.com/butter-naan-recipe-whole-wheat-butter-naan/,Soft Butter Naan (Without Tandoor),North Indian,2 hrs 30 mins,"['Ingredients', '3 cups whole wheat flour', '1 tablespoon sugar', '½ teaspoon instant yeast', '1 cup water or as required', '3 to 4 tablespoon curd (yogurt)', '2 tablespoon softened butter, unsalted or salted', '¾ teaspoon salt or as required', 'butter as required for spreading on the naan']"
79,https://www.vegrecipesofindia.com/alu-vadi-patra-pathrode-recipe/,Alu Vadi Recipe | Patra Recipe | Pathrode Recipe | How To Make Alu Vadi,"Gujarati, Maharashtrian",37 mins,"['Ingredients', 'Main Ingredients', '20 medium sized colocasia leaves or taro root leaves or arbi ke patte', 'For Alu Vadi Batter', '½ inch ginger + 1-2 green chilies - made into a paste in mortar-pestle', '1 teaspoon coriander powder', '½ teaspoon red chilli powder', '½ teaspoon turmeric powder', '1 teaspoon cumin powder', '1.5 tablespoon seedless tamarind (imli) soaked in ¼ cup water', '2.5 cups besan (gram flour or chickpea flour)', '3 to 4 tablespoon powdered jaggery or as required', '½ to 1 teaspoon oil (optional)', 'salt as required', 'water as required', 'For Tempering Alu Vadi', '2 to 3 teaspoon sesame seeds', '1 teaspoon mustard seeds', '¼ teaspoon asafoetida powder (hing)', '1 sprig curry leaves', '¼ cup grated fresh coconut', '2 tablespoon chopped coriander leaves']"
80,https://www.vegrecipesofindia.com/khatta-dhokla-recipe-white-dhokla/,White Dhokla | Khatta Dhokla,Gujarati,8 hrs 25 mins,"['Ingredients', '1 cup regular rice or idli rava - i used basmati rice', '¼ cup urad dal (spilt and husked black gram)', '½ cup thick sour curd (khatta dahi or sour yogurt)', '½ inch ginger, chopped', '1 green chili, chopped', '2 to 3 tablespoon water for grinding', '½ teaspoon oil to be added later to the batter', '1 teaspoon eno fruit salt or ½ teaspoon baking soda', '½ to 1 teaspoon oil for greasing the pan', 'rock salt as required (sendha namak)', 'black pepper powder as required', 'red chilli powder as required', 'roasted sesame seeds as required']"
81,https://www.vegrecipesofindia.com/mushroom-roast-recipe-mushroom-recipes/,Mushroom Roast,North Indian,20 mins,"['Ingredients', '200 grams button mushrooms', '½ teaspoon turmeric powder (ground turmeric)', '½ teaspoon kashmiri red chilli powder or deghi mirch or ¼ teaspoon red chilli powder', '½ teaspoon coriander powder (ground coriander)', '½ teaspoon tandoori masala or ¼ teaspoon garam masala powder', '1 tablespoon besan (gram flour or chickpea flour)', '2 tablespoon fresh yogurt, whisked till smooth (curd)', '2 teaspoon chopped coriander leaves (cilantro leaves)', '1 tablespoon oil', 'salt as required']"
82,https://www.vegrecipesofindia.com/mooli-paratha-a-punjabi-radish-paratha-recipe/,Mooli Paratha | Punjabi Mooli Ka Paratha,Punjabi,1 hr,"['Ingredients', '1 medium to large mooli (radish) with or without leaves', '1 or 2 green chilies finely chopped', 'red chilli powder as required', 'garam masala powder, optional', 'whole wheat flour dough', 'ghee (clarified butter) or oil for frying', 'white butter to serve with the paratha', 'salt as required']"
83,https://www.vegrecipesofindia.com/ven-pongal-recipe-khara-pongal-recipe/,"Ven Pongal Recipe, How To Make Pongal Recipe | Khara Pongal","South Indian, Tamil Nadu",25 mins,"['Ingredients', 'Main Ingredients', '½ cup seeraga samba rice or regular rice or 100 grams seeraga samba rice', '¼ cup moong dal or 60 grams moong dal', '½ teaspoon cumin seeds - lightly crushed', '⅛ teaspoon asafoetida (hing)', '1 inch ginger - chopped or 1 teaspoon heaped chopped ginger', '3 to 3.25 cups water or add as required', 'salt as required', 'For Tempering', '1 teaspoon cumin seeds', '1 teaspoon black pepper, whole or crushed. you can also add ½ teaspoon black pepper', '1 sprig curry leaves or 10 to 12 small to medium curry leaves', '10 to 12 cashews - whole or halved', '2 to 3 tablespoon ghee (clarified butter)']"
84,https://www.vegrecipesofindia.com/matar-kachori-bengali-matar-kachori/,Koraishutir Kochuri Recipe | Motor Shutir Kochuri Recipe | Bengali Kachori,"Bengali, Indian",1 hr 15 mins,"['Ingredients', 'For Kachori Dough', '2.5 cups maida (all purpose flour)', '2 to 2.5 tablespoon ghee or oil', 'water as required', 'salt as required', 'For Matar Stuffing', '1 cup fresh or frozen peas or matar', '1 tablespoon besan (gram flour)', '1 to 2 green chillies - chopped (hari mirch)', '½ inch ginger - chopped (adrak)', '1 teaspoon cumin powder (jeera powder)', '¼ teaspoon red chili powder (lal mirch powder)', '1 green cardamom (choti elaichi or hari elaichi)', '1 to 2 pinches garam masala powder', 'a pinch of asafoetida (hing)', '1 to 1.5 teaspoon oil', 'sugar as required', 'salt as required', 'oil for deep frying']"
85,https://www.vegrecipesofindia.com/aloo-pakora-aloo-bajji/,Aloo Pakora | Potato Bajji | Potato Fritters,Indian,40 mins,"['Ingredients', '1 medium to large potato', '1 cup gram flour (besan or chickpea flour)', '2 tablespoons rice flour', '½ teaspoon carom seeds (ajwain)', '¼ teaspoon red chili powder', '¼ garam masala powder', 'a pinch of asafoetida (hing)', '⅔ to ¾ cup water', '½ to 1 teaspoon chaat masala powder for sprinkling on the pakoras', '1 pinch baking soda, optional', 'salt as required']"
86,https://www.vegrecipesofindia.com/cholar-dal-bengali-cholar-dal/,Cholar Dal,Bengali,1 hr,"['Ingredients', 'Main Ingredients', '1 cup chana dal (split and husked bengal gram)', '2.5 cups water for pressure cooking or 4 to 5 cups water for cooking in a pot', '1 tablespoons golden raisins , optional', '1 to 1.5 tablespoon cashews , optional', '½ teaspoon turmeric powder', '2 teaspoons sugar or add as required', '½ teaspoon cumin powder', '¼ teaspoon red chilli powder or add as required', 'For Tempering Cholar Dal', '1 medium tej patta (indian bay leaf)', '½ teaspoon cumin seeds', '2 to 3 dry red chilies', '1 pinch of asafoetida (hing)', '1 teaspoon grated or finely chopped ginger', '2 tablespoons fresh grated coconut or chopped coconut', '1.5 tablespoon ghee (clarified butter) or 2 tbsp oil (for a richer taste, use ghee)', 'For Spice Powder', '1 inch cinnamon', '3 cloves', '2 green cardamoms']"
87,https://www.vegrecipesofindia.com/punjabi-wadi-punjabi-wadiyan-recipe/,"Punjabi Wadi Or Punjabi Wadiyan, How To Make Punjabi Wadi Or Wadiyan",Punjabi,2 hrs,"['Ingredients', '1 cup fresh green chickpeas - in the absence of chickpeas, just make the vadis with 2 cups of mung dal (skinned mung beans) or urad dal (skinned black gram) or ½ cup dried green chickpeas soaked overnight.', '1 cup mung dal or urad dal', '3-4 teaspoon cumin seeds (jeera)', '½ teaspoon asafoetida (hing) - the light variety', '2 teaspoon some whole cloves or powdered whole cloves', '2 teaspoon black peppercorns or ground black pepper', 'salt as required']"
88,https://www.vegrecipesofindia.com/aam-ka-murabba-recipe/,Aam Ka Murabba | Mango Murabba,North Indian,25 mins,"['Ingredients', '2 large raw unripe green mangoes, 400 grams mangoes or 250 grams grated or shredded mangoes or 1.25 cups tightly packed grated mangoes', '1.5 cups organic unrefined cane sugar or 300 to 350 grams sugar - add as required', '4 to 5 green cardamoms and 1 to 2 cloves - crushed finely in a mortar-pestle', 'a few strands of saffron - crushed']"
89,https://www.vegrecipesofindia.com/methi-puri-recipe-methi-poori/,Methi Puri Recipe | Methi Poori Recipe | How To Make Crisp Methi Ki Puri,North Indian,50 mins,"['Ingredients', '2 cups whole wheat flour (atta) or 240 grams whole wheat flour', '1 cup tightly packed fresh methi (fenugreek leaves) or 1 tablespoon dry fenugreek leaves', '1 pinch asafoetida (hing)', '¼ teaspoon turmeric powder (haldi)', '¼ teaspoon red chili powder (lal mirch powder)', '½ teaspoon ajwain seeds (carom seeds)', '⅓ cup water or add as required', '3 teaspoon oil', 'salt as required', 'oil for deep frying']"
90,https://www.vegrecipesofindia.com/masala-paratha-recipe/,Masala Paratha,North Indian,1 hr,"['Ingredients', '2 cups whole wheat flour', '1 tablespoon oil', '¼ teaspoon cumin seeds', '¼ teaspoon carom seeds (ajwain)', '¼ teaspoon crushed black pepper', '¼ teaspoon red chili powder', '¼ teaspoon turmeric powder', '½ teaspoon garam masala powder', '½ teaspoon dry mango powder (amchur powder)', '¾ to 1 cup water for kneading', 'ghee (clarified butter) or oil as required for roasting parathas']"
91,https://www.vegrecipesofindia.com/gujarati-surati-dal/,Surati Dal,"Gujarati, Indian",30 mins,"['Ingredients', 'Main Ingredients', '¾ cup pigeon pea lentils (tuvar dal or arhar dal)', '2 medium size tomatoes, chopped', '1 green chili, chopped', '¼ teaspoon turmeric powder', '¼ or ½ teaspoon red chili powder', '2 tablespoon unroasted raw peanuts', '1 sprig curry leaves', '½ inch ginger, finely chopped', '1 or 1.5 tablespoon jaggery or sugar', '½ or 1 tablespoon lemon juice', 'salt as required', 'For Tempering Surati Dal', '½ teaspoon mustard seeds', '1 pinch asafoetida (hing)', '2 tablespoon oil or ghee', '1-2 dry red chilies']"
92,https://www.vegrecipesofindia.com/bajra-vada-recipe/,Bajra Vada (Pearl Millet Flour Patties),Gujarati,30 mins,"['Ingredients', '1 cup bajra flour (pearl millet flour)', '2 tablespoon whole wheat flour', '2 tablespoon curd (yogurt)', '1 green chili + 2 garlic cloves + ½ inch ginger - crushed to a paste in a mortar-pestle', '3 tablespoon chopped coriander leaves', '3 teaspoon white sesame seeds', '¼ teaspoon turmeric powder', '¼ teaspoon red chili powder', '½ teaspoon coriander powder', '½ teaspoon cumin powder', '1 tablespoon oil', '½ teaspoon sugar or add as required', '4.5 tablespoon water or add as required', 'salt as required', 'oil for deep frying']"
93,https://www.vegrecipesofindia.com/rice-pooris-recipe-tandalache-vade/,Rice Puri Recipe | Tandalache Vade | Rice Poori Recipe With Rice Flour,"Indian, Maharashtrian",1 hr,"['Ingredients', '1.5 cups rice flour', '1.5 cups water or add as required', '½ teaspoon coriander powder', '½ teaspoon cumin powder - optional', '½ teaspoon fennel powder', '1 pinch fenugreek powder', '1 teaspoon oil for the dough', 'salt as required', 'oil for deep frying the pooris']"
94,https://www.vegrecipesofindia.com/mooli-ki-bhurji-punjabi-mooli-bhurji/,Mooli Ki Sabzi | Mooli Bhurji,"North Indian, Punjabi",20 mins,"['Ingredients', '1.5 tablespoons mustard oil', '½ teaspoon ajwain (carom seeds)', '1 to 2 green chilies, chopped', '1 generous pinch asafoetida powder (hing)', '2 cups finely chopped radish or grated radish (mooli) with or without leaves', 'salt as required']"
95,https://www.vegrecipesofindia.com/sweet-potato-tikki-navratri-vrat-recipe/,Sweet Potato Tikki Recipe | Shakarkandi Tikki Recipe,Indian,30 mins,"['Ingredients', '4 sweet potatoes (shakarkandi)', '1 teaspoon ginger - green chilli paste', '1 or 2 tablespoon arrow root flour or water chestnut flour or buckwheat flour', '1 teaspoon chaat masala', '½ teaspoon dry mango powder (amchur powder)', '1 teaspoon lemon juice', '1 teaspoon crushed roasted cumin or cumin powder', '½ teaspoon red chilli powder', '¼ teaspoon garam masala powder', 'rock salt (sendha namak) or black salt as required', 'oil for frying']"
96,https://www.vegrecipesofindia.com/aloo-gajar-matar-recipe/,Aloo Gajar Matar,"Indian, Punjabi",30 mins,"['Ingredients', '3 medium sized potatoes (aloo) or 220 to 230 grams potatoes or 1.5 cups chopped potatoes', '2 medium carrots (gajar) or 150 grams carrots or 1 cup chopped carrots', '¾ cups peas (matar) - fresh or frozen', '1 teaspoon cumin seeds', '1 inch ginger - finely chopped', '1 or 2 green chilies - finely chopped', '1 pinch asafoetida (hing)', '2 to 3 tablespoon water', '1.5 tablespoon oil', '1 tablespoon chopped coriander leaves', 'salt as required']"
97,https://www.vegrecipesofindia.com/khamang-kakdi-recipe/,"Khamang Kakdi Recipe | Maharashtrian Cucumber Salad, Kakdi Chi Koshimbir","Indian, Maharashtrian",15 mins,"['Ingredients', 'For Khamang Kakdi', '2 cups finely chopped cucumbers (kakdi), or 2 medium sized cucumbers', '¼ cup roasted peanuts', '¼ cup freshly grated coconut', '1 green chili, finely chopped', '1 teaspoon lemon juice - can be added more or less', '1 tablespoon chopped coriander leaves (dhania patta)', 'salt as required', 'sugar as required', 'For Tempering', '1 tablespoon oil (peanut or sunflower oil)', '½ teaspoon mustard seeds', '7 to 8 curry leaves']"
98,https://www.vegrecipesofindia.com/lauki-paratha-recipe-doodhi-paratha/,Lauki Ka Paratha,"North Indian, Punjabi",45 mins,"['Ingredients', '2 cups grated lauki (dudhi or opo squash) or 125 to 150 grams lauki or half of a medium sized lauki', '1 or 2 green chilies - finely chopped or ½ teaspoon red chili powder', '1 pinch asafoetida (hing)', '½ teaspoon garam masala powder', '½ teaspoon ajwain (carom seeds)', '2 cups whole wheat flour', '1 tablespoon oil', 'salt as required', 'ghee or oil as required for roasting paratha']"
99,https://www.vegrecipesofindia.com/aloo-tamatar-sabzi-navratri-recipes/,Aloo Tamatar Sabzi Recipe | Potato Tomato Curry | Aloo Tamatar Ki Sabji,North Indian,30 mins,"['Ingredients', '2 medium potatoes or 1 extra large potato', '4 to 5 medium tomatoes', '1 teaspoon cumin seeds', '¼ teaspoon red chili powder or cayenne pepper', '¼ teaspoon black pepper powder', '1 cup water', '1 tablespoon oil or ½ tablespoon ghee', 'a few coriander leaves for garnishing', 'rock salt as required (sendha namak)']"
100,https://www.vegrecipesofindia.com/roasted-makhana-phool-makhana/,Roasted Makhana Recipe | Phool Makhana Recipe | Makhana Recipes,Indian,10 mins,"['Ingredients', '3 cups makhana (phool makhana or foxnuts or lotus seeds)', '¼ teaspoon turmeric powder (haldi)', '½ teaspoon red chili powder (lal mirch powder) or add as required', '1 teaspoon chaat masala or add as required', 'rock salt as required', '2 to 3 teaspoon oil or ghee']"
101,https://www.vegrecipesofindia.com/bread-bhatura-recipe-quick-bhatura/,Quick Bread Bhatura (Without Leavening Ingredients),"North Indian, Punjabi",1 hr 10 mins,"['Ingredients', '1.5 cups whole wheat flour', '3 regular slices of whole wheat bread (multi grain bread or white bread)', '1 tablespoon fine unroasted sooji (semolina or rava or cream of wheat)', '1 tablespoon curd (yogurt)', '⅔ cup water or add as required', 'salt as required', 'oil for deep frying']"
102,https://www.vegrecipesofindia.com/masala-bhaat-recipe-masale-bhat/,Masale Bhat | Maharashtrian Masala Bhat,"Indian, Maharashtrian",1 hr 5 mins,"['Ingredients', 'Main Ingredients', '1 cup regular rice or long grained rice', '1 cup chopped cauliflower', '1 small carrot', '2 small brinjals (aubergines or baingan)', '1 small to medium capsicum (green bell pepper', '1 small potato (optional)', '1 small to medium tomato or 2 tablespoon yogurt (curd)', '1 tej patta (indian bay leaf) or 7 to 8 curry leaves', '3 to 4 teaspoon goda masala (kala masala) - (recipe for a small batch given in the notes section)', '½ teaspoon kashmiri red chili powder', '1 teaspoon mustard seeds', '1 pinch asafoetida (hing)', '2.5 cups water or as required', '2 tablespoon oil', 'salt as required', 'For Garnishing', '1 tablespoon grated coconut', '1 tablespoon chopped coriander leaves', '15-20 cashews', '1 teaspoon ghee']"
103,https://www.vegrecipesofindia.com/aloo-paneer-kofta/,How To Prepare Aloo Paneer Ka Kofta For Snack Or Fasting,North Indian,50 mins,"['Ingredients', '200 grams paneer (cottage cheese) - grated', '3 medium sized potatoes (aloo) - which have been boiled and peeled and then grated', '½ teaspoon black pepper powder or crushed black pepper', '¼ or ½ teaspoon red chili powder', '¼ or ½ teaspoon garam masala powder', '1 or 1.5 tablespoon chopped coriander leaves (cilantro leaves)', '1.5 or 2 tablespoon corn flour (corn starch)', '2 to 3 tablespoon mixed chopped dry fruits - almonds, cashews, pistachois and raisins', '1.5 tablespoon almond flour or 1 tablespoon milk powder or 1.5 tablespoon khoya (mawa or dried evaporated milk solids) - [i used almond flour]', 'vegetable oil for frying - i used rice bran oil', 'rock salt or regular salt as required', 'chaat masala as required (optional)']"
104,https://www.vegrecipesofindia.com/mooli-ki-bhurji-punjabi-mooli-bhurji/,Mooli Ki Sabzi | Mooli Bhurji,"North Indian, Punjabi",20 mins,"['Ingredients', '1.5 tablespoons mustard oil', '½ teaspoon ajwain (carom seeds)', '1 to 2 green chilies, chopped', '1 generous pinch asafoetida powder (hing)', '2 cups finely chopped radish or grated radish (mooli) with or without leaves', 'salt as required']"
105,https://www.vegrecipesofindia.com/mirchi-vada-recipe-rajasthani-mirchi-vada/,Rajasthani Mirchi Vada | Stuffed Mirchi Bada With Potatoes,Rajasthani,50 mins,"['Ingredients', 'For Stuffing Mirchi Vada', '250 grams potatoes or 4 medium potatoes, boiled and mashed', '1 green chili - chopped', '2 tablespoon chopped coriander leaves', '½ teaspoon fennel seeds - crushed', '½ teaspoon coriander powder', '½ teaspoon amchur (dry mango powder) or add as per taste', '¼ teaspoon cumin powder', '¼ teaspoon red chili powder', '1 pinch asafoetida', 'salt as required', 'For Mirchi Vada Batter', '1 cup besan (gram flour or chickpea flour)', '½ cup water + 2 tablespoon, do add water as required', '1 pinch asafoetida (hing)', '¼ teaspoon red chili powder', '1 pinch baking soda (optional)', 'salt as required', 'Other Ingredients', '200 to 250 grams or 8 to 9 bhavnagri chilies or large mild chilies or jalapeno peppers', 'oil for deep frying']"
106,https://www.vegrecipesofindia.com/dal-kachori-recipe/,"Kachori Recipe, How To Make Khasta Kachori | Moong Dal Kachori","North Indian, Uttar Pradesh",2 hrs 45 mins,"['Ingredients', 'For Kachori Dough', '2 cups all purpose flour (maida)', '½ teaspoon salt', '¼ cup ghee or oil', '½ cup water or add as required', 'For Making Kachori Stuffing', '½ cup moong dal', '½ tablespoon ghee', '¼ teaspoon turmeric powder', '½ teaspoon red chilli powder', '½ teaspoon cumin powder', '½ teaspoon dry ginger powder (saunth powder)', '1 teaspoon coriander powder', '1 teaspoon crushed fennel seeds', '1 teaspoon dry mango powder (amchur powder)', 'salt as required', 'Other Ingredients', 'oil for deep frying']"
107,https://www.vegrecipesofindia.com/sama-ke-chawal-ki-idli-vrat-ki-idli/,Sama Ke Chawal Ki Idli Recipe | Vrat Ki Idli Recipe | Vari Rice Idli Recipe,Indian,9 hrs 10 mins,"['Ingredients', '1 cup sama ke chawal (barnyard millet)', '½ cup sabudana (tapioca pearls)', '2 pinches of baking soda', 'rock salt as required', 'soak for 2-3 hours.', 'water for soaking']"
108,https://www.vegrecipesofindia.com/bengali-moong-dal-khichdi-recipe/,Bengali Khichdi | Khichuri Recipe,"Bengali, Indian",45 mins,"['Ingredients', '1 cup basmati rice or govind bhog rice (basmati chawal ya govind bhog chawal)', '1 cup dhuli moong dal (split and husked moong dal)', '3 tablespoon ghee or 2.5 tablespoon oil', '1 inch cinnamon', '2 green cardamom', '3 cloves', '1 tej patta (indian bay leaf)', '1 teaspoon cumin seeds or cumin powder', '1 inch grated ginger', '½ teaspoon turmeric powder', '½ to ¾ teaspoon red chili powder', '1 pinch asafoetida (hing) - optional', '2 small tomatoes, chopped (optional)', '1 green chili, chopped', '2 small to medium potatoes, ½ cup cauliflower and ½ cup green peas or 1 to 1.5 cups of chopped mix vegetables like cauliflower, peas, potatoes and carrots', '½ teaspoon sugar or as required - optional', 'rock salt or sendha namak as required', '5 cups water']"
